Error_NR Error_NR_EX
2.00230585409602e-07 6.38496631277577e-05
1.68531610918559e-07 6.33367030194661e-05
1.38282896362851e-07 6.28131041677675e-05
1.09876062030303e-07 6.22796883589302e-05
8.4109420695612e-08 6.17372092606309e-05
6.28238072314127e-08 6.11863543088981e-05
5.01215314199646e-08 6.06277472000649e-05
5.0957880365542e-08 6.00619509458649e-05
6.3500124758575e-08 5.94894714392162e-05
8.15911713809822e-08 5.89107614727129e-05
1.015705136615e-07 5.83262251459335e-05
1.21914966041901e-07 5.77362225903472e-05
1.41976259978885e-07 5.71410749354624e-05
1.61449637134984e-07 5.65410694325159e-05
1.80177710665464e-07 5.59364646520474e-05
1.98072630113544e-07 5.53274956620185e-05
2.15081996642201e-07 5.47143790979909e-05
2.31172535837736e-07 5.40973180292291e-05
2.46321667040879e-07 5.34765065320562e-05
2.60512890491697e-07 5.28521338796067e-05
2.73733150106527e-07 5.22243882651817e-05
2.85971294953732e-07 5.15934599820044e-05
2.97217183222442e-07 5.09595439906584e-05
3.07461186161094e-07 5.03228418197797e-05
3.16693952932388e-07 4.96835627541612e-05
3.24906353626258e-07 4.90419242871878e-05
3.32089548721519e-07 4.83981518244954e-05
3.38235151743604e-07 4.77524776530191e-05
3.43335460631175e-07 4.71051392046612e-05
3.47383744103116e-07 4.64563766695993e-05
3.50374565089531e-07 4.58064300347496e-05
3.52304137577093e-07 4.51555356472371e-05
3.53170700739107e-07 4.45039224211609e-05
3.52974910095569e-07 4.38518078272774e-05
3.51720231381501e-07 4.31993938221507e-05
3.49413333832178e-07 4.25468628834365e-05
3.46064475362859e-07 4.18943743286961e-05
3.41687870785439e-07 4.12420610968309e-05
3.36302035949311e-07 4.0590027165777e-05
3.29930100059933e-07 3.99383457722566e-05
3.22600077971083e-07 3.92870585804143e-05
3.14345092959704e-07 3.86361759223517e-05
3.05203546251251e-07 3.79856782028465e-05
2.95219220840824e-07 3.7335518524367e-05
2.84441310724185e-07 3.6685626548672e-05
2.72924381259367e-07 3.60359135658409e-05
2.60728238134809e-07 3.53862786982889e-05
2.47917717970255e-07 3.47366161228547e-05
2.34562384279437e-07 3.40868231496839e-05
2.20736139082321e-07 3.3436808962515e-05
2.06516750290154e-07 3.27865037894335e-05
1.91985290973633e-07 3.21358682506673e-05
1.77225511805533e-07 3.14849026135973e-05
1.62323142109999e-07 3.08336556761313e-05
1.47365145606204e-07 3.01822330051199e-05
1.32438939931384e-07 2.95308042635999e-05
1.17631608030077e-07 2.88796093859554e-05
1.03029143004354e-07 2.82289633831902e-05
8.87157822551325e-08 2.75792596000602e-05
7.47735586119569e-08 2.6930971285074e-05
6.12823509649172e-08 2.62846513810097e-05
