Error_NR Error_NR_EX
1.38896107618659e-07 5.0907935127773e-10
1.42669117903134e-07 5.36924273059888e-10
1.45906203619165e-07 5.66911348334119e-10
1.48524492023174e-07 5.99093220823581e-10
1.50434785373159e-07 6.3351309542685e-10
1.51542020129107e-07 6.70203246866265e-10
1.51746052427779e-07 7.09182876156769e-10
1.50942914197763e-07 7.50456816004085e-10
1.49026804739019e-07 7.94013371264212e-10
1.45893277616928e-07 8.39822130502862e-10
1.41444366162531e-07 8.87831848547509e-10
1.35597161580313e-07 9.37967950306199e-10
1.28298587554529e-07 9.90130866721182e-10
1.19552121512172e-07 1.04419222283883e-09
1.09468535632332e-07 1.09999325828644e-09
9.83669516241341e-08 1.15734190737123e-09
8.69810514595835e-08 1.21600995833044e-09
7.68546660324984e-08 1.27573064489206e-09
7.08550417521465e-08 1.33619573078446e-09
7.28197158417492e-08 1.39705354749686e-09
8.50180830794618e-08 1.45790657635206e-09
1.06546057350027e-07 1.51830960709872e-09
1.35309199088202e-07 1.57776823813881e-09
1.69708904064439e-07 1.63573810339816e-09
2.08771851313082e-07 1.69162438852328e-09
2.51879661574753e-07 1.74478300239724e-09
2.98563367632395e-07 1.79452169130831e-09
3.48384682160464e-07 1.84010341921039e-09
4.00866847512764e-07 1.88075057817212e-09
4.55450662510593e-07 1.91565107561939e-09
5.11463672021157e-07 1.94396680749054e-09
5.68097218184707e-07 1.96484330002621e-09
6.24389369966334e-07 1.97742272367899e-09
6.79213496555998e-07 1.98085893653421e-09
7.31273193717469e-07 1.97433559473945e-09
7.79104855826499e-07 1.9570868867018e-09
8.21089512547995e-07 1.92842091183136e-09
8.55475673371461e-07 1.88774696865232e-09
8.80414974431177e-07 1.83460450642341e-09
8.94012224543042e-07 1.76869508946103e-09
8.94391254838337e-07 1.68991765818663e-09
8.79777853762963e-07 1.59840619870431e-09
8.48601393045423e-07 1.49457208152617e-09
7.99618834863945e-07 1.37915353934858e-09
7.32071719056085e-07 1.25327838944093e-09
6.45909300550541e-07 1.11855624184043e-09
5.42188851172067e-07 9.77232623385336e-10
4.24078156968139e-07 8.32485346318813e-10
3.00456522271829e-07 6.89053736859196e-10
2.02718085472577e-07 5.54647573074191e-10
2.15981724882746e-07 4.42880090405906e-10
3.43144441039549e-07 3.76375244313738e-10
5.09642586771559e-07 3.76807795910523e-10
6.8627411225783e-07 4.37474253658399e-10
8.61446562985982e-07 5.29972584564169e-10
3.10862446895044e-15 6.31503101074342e-10
3.5527136788005e-15 7.29175376506766e-10
4.02139883088345e-15 8.15686735655844e-10
4.44089209850063e-15 8.86511218586286e-10
4.66293670342566e-15 9.38654120334478e-10
4.46304132367498e-15 9.70121219367443e-10
4.44089209850063e-15 9.79681966268288e-10
4.02139883088345e-15 9.6675269357685e-10
3.58724037616909e-15 9.3133091233145e-10
3.14018491736755e-15 8.7395462633251e-10
2.44249065417534e-15 7.95690177856013e-10
1.79018083652472e-15 6.9818208725742e-10
8.88178419700125e-16 5.83885322278796e-10
9.15513359704447e-16 4.56909566474912e-10
9.54871841052194e-07 3.26390138518011e-10
8.42073955202997e-07 2.22058146527315e-10
7.35385719261523e-07 2.26244136115146e-10
6.37346841597103e-07 3.53338568285595e-10
5.49487812746589e-07 5.30463616188228e-10
4.72341237325386e-07 7.28208065091519e-10
4.05567714680315e-07 9.37798412090446e-10
3.48189834853841e-07 1.15563360657355e-09
2.98895281025803e-07 1.37976366190283e-09
2.56342345447152e-07 1.60893033885335e-09
2.19403735225263e-07 1.84223091643235e-09
1.8732737193792e-07 2.0789657125996e-09
1.59857893187372e-07 2.31855440350228e-09
1.37412185068923e-07 2.5604795481045e-09
1.21357874532512e-07 2.80424609218734e-09
1.14107450167473e-07 3.04935019114229e-09
1.181805588059e-07 3.29525628621015e-09
1.34332379762374e-07 3.54138101244881e-09
1.61167111618564e-07 3.78708311641274e-09
1.96573647547546e-07 4.03165929542864e-09
2.3872014386556e-07 4.274345536089e-09
2.86148343330892e-07 4.51432145122359e-09
3.376058378759e-07 4.75071935276625e-09
3.91920397648487e-07 4.98263548939365e-09
4.47948329457619e-07 5.20914295586059e-09
5.04569178476785e-07 5.42930614211244e-09
5.6070213412255e-07 5.64219513101336e-09
6.15329645745447e-07 5.84690025502482e-09
6.6752056667726e-07 6.04254550172197e-09
7.16449230520418e-07 6.22830142734378e-09
7.61409014810851e-07 6.40339567896409e-09
8.0182010679354e-07 6.56712281644281e-09
8.37231908653456e-07 6.71885188224605e-09
8.67320802403903e-07 6.85803182301645e-09
8.91884097503547e-07 6.98419612927186e-09
9.10831110774012e-07 7.0969645963431e-09
9.24172187227629e-07 7.19604442669065e-09
9.32006430552353e-07 7.28122931365305e-09
9.34508824889891e-07 7.35239765104237e-09
9.31917284522892e-07 7.40950951332929e-09
9.24520046422573e-07 7.45260263052969e-09
9.1264378438175e-07 7.48178825072735e-09
8.9664263215488e-07 7.49724531008691e-09
8.76888289099032e-07 7.49921557444427e-09
8.53761310736824e-07 7.48799769686613e-09
8.27643572876511e-07 7.46394128823064e-09
7.98911929026465e-07 7.42744125403154e-09
7.67932980602286e-07 7.37893198859903e-09
7.3505892210919e-07 7.31888182384902e-09
7.00624337228354e-07 7.24778773036098e-09
6.64943883410846e-07 7.16617036018293e-09
6.28310736920411e-07 7.07456913602949e-09
5.90995723330912e-07 6.97353800391022e-09
5.53247046174298e-07 6.86364136737727e-09
5.15290515783147e-07 6.74545026439106e-09
4.77330240837231e-07 6.61953929743965e-09
4.39549730030502e-07 6.48648334758161e-09
4.02113391236539e-07 6.34685506747297e-09
3.65168479833813e-07 6.20122254963127e-09
3.28847619879954e-07 6.05014715614443e-09
2.93272158848785e-07 5.89418199610966e-09
2.58556951543696e-07 5.73387008209712e-09
2.24817759899218e-07 5.56974314749451e-09
1.9218388677063e-07 5.40232090820206e-09
1.60822109444551e-07 5.23210982453165e-09
1.30987159146657e-07 5.05960225630826e-09
1.03140369948656e-07 4.88527655377693e-09
7.82567710571707e-08 4.70959582916537e-09
5.86201686023565e-08 4.53300850114925e-09
4.89647789511808e-08 4.35594717671772e-09
5.32481979820168e-08 4.17882931119304e-09
6.7698960443567e-08 4.00205654118313e-09
8.64920300470787e-08 3.82601507111959e-09
1.06656719470379e-07 3.65107551168669e-09
1.26972445343796e-07 3.47759288497051e-09
1.46907553965065e-07 3.30590685984291e-09
1.6620579350534e-07 3.13634153798338e-09
1.84732036156756e-07 2.96920597687841e-09
2.02409535287121e-07 2.80479387832192e-09
2.19191791457251e-07 2.64338378829536e-09
2.35048798660816e-07 2.48523929740045e-09
2.49959830938509e-07 2.33060903873606e-09
2.63909442729258e-07 2.17972668891296e-09
2.76885168062251e-07 2.03281105536263e-09
2.8887617341606e-07 1.89006621934978e-09
2.99872479756015e-07 1.75168156649962e-09
3.09864541806761e-07 1.61783183326104e-09
3.18843063658482e-07 1.4886774518908e-09
3.26798977308176e-07 1.36436444505331e-09
3.33723538305722e-07 1.24502498108013e-09
3.3960850715751e-07 1.13077766651219e-09
3.44446396111102e-07 1.02172837475822e-09
3.48230765351147e-07 9.17970873204712e-10
3.50956556600111e-07 8.19588734855766e-10
3.52620454181046e-07 7.26657018048613e-10
3.53221264535313e-07 6.39245916388799e-10
3.5276030862258e-07 5.57425818035937e-10
3.51241815980037e-07 4.81275344400516e-10
3.48673318113167e-07 4.10894636325119e-10
3.45066028043673e-07 3.46427353401486e-10
3.40435205035721e-07 2.88098034304969e-10
3.34800490051584e-07 2.36275870443289e-10
3.2818621011298e-07 1.91578220559583e-10
3.20621637760282e-07 1.55010182710679e-10
3.12141203456901e-07 1.28019259202018e-10
3.02784646434988e-07 1.12026532440897e-10
2.92597101390803e-07 1.07008894199833e-10
2.81629113298961e-07 1.10443413943513e-10
2.69936572940622e-07 1.18544891425576e-10
2.57580567272466e-07 1.28156775388629e-10
2.44627144781013e-07 1.3730488030341e-10
2.31146995195126e-07 1.44912427860915e-10
2.172150342942e-07 1.50442788265439e-10
2.02909910970054e-07 1.53667188420131e-10
1.88313430834325e-07 1.5453427638909e-10
1.7350990548304e-07 1.53099487365416e-10
1.58585445270139e-07 1.49486093568536e-10
1.43627200400398e-07 1.43863664099847e-10
1.28722579079082e-07 1.36437640115714e-10
1.13958460344021e-07 1.27445810166378e-10
9.9420455539692e-08 1.17161799549487e-10
8.51922786500467e-08 1.05908427323363e-10
7.13553907750273e-08 9.40854559405863e-11
5.79892575112239e-08 8.22242355956687e-11
4.51732693192168e-08 7.10849493838969e-11
3.29939744041099e-08 6.17958789205396e-11
2.15751190282288e-08 5.59075673880117e-11
1.12667159573826e-08 5.4944140175388e-11
5.19271907681997e-09 5.93363507391209e-11
1.09234855262693e-08 6.80621668254742e-11
1.89433692296697e-08 7.95930596585844e-11
2.6507411745082e-08 9.26951494763832e-11
3.33323757229727e-08 1.06552775972514e-10
3.93506851040884e-08 1.20646476035315e-10
4.4542097029172e-08 1.34636646259295e-10
4.89051999264267e-08 1.48291945650614e-10
5.24495404537158e-08 1.61449022325392e-10
5.51925532170499e-08 1.73990073303097e-10
5.71579445303446e-08 1.85829943705228e-10
5.83745940095917e-08 1.96908176397697e-10
5.88756516480248e-08 2.07184548796987e-10
5.86977457046396e-08 2.16635183638662e-10
5.7880229223245e-08 2.25250794581909e-10
5.64644763604921e-08 2.33034470308727e-10
5.44932116994365e-08 2.40000447935685e-10
5.20098812544934e-08 2.46172893324481e-10
4.90580630748514e-08 2.51584888411952e-10
4.56809338110673e-08 2.56277373352497e-10
4.19207854942472e-08 2.602984507458e-10
3.78186053634782e-08 2.63702460579253e-10
3.3413739661928e-08 2.66549344276291e-10
2.87436687856738e-08 2.68903898170203e-10
2.38440033795504e-08 2.70835174231224e-10
1.87490022039316e-08 2.72415884408848e-10
1.3493996057217e-08 2.73721915329587e-10
8.12838455711746e-09 2.7483168702079e-10
2.88267353031191e-09 2.758259649069e-10
3.56788375890148e-09 2.76787155965701e-10
9.0806293560101e-09 2.7779929085701e-10
1.48306464884709e-08 2.78947361604783e-10
2.06665378977704e-08 2.80317415006598e-10
2.65594248014595e-08 2.81996064200658e-10
3.24958238911613e-08 2.84070383360011e-10
3.84670558499683e-08 2.86627898060903e-10
4.44666619352532e-08 2.8975636550565e-10
5.04892703043622e-08 2.93543732240171e-10
5.65298362611263e-08 2.9807818252571e-10
6.25829871668741e-08 3.0344805393123e-10
6.86424059908608e-08 3.09741855303841e-10
7.47002249995898e-08 3.17048355370123e-10
8.07464318763876e-08 3.25456464912265e-10
8.67682962517125e-08 3.35055241289226e-10
9.27498087753975e-08 3.45933910830574e-10
9.86711559485492e-08 3.58181565425985e-10
1.04508219734612e-07 3.71886910770342e-10
1.10232119532938e-07 3.8713818942541e-10
1.15808793422054e-07 4.04022539811639e-10
1.21198619109142e-07 4.22625514305561e-10
1.26356084826841e-07 4.43030625881893e-10
1.31229505516845e-07 4.65318197808868e-10
1.35760798529714e-07 4.89564993516754e-10
1.39885316723538e-07 5.15842980189042e-10
1.43531758360754e-07 5.44218051018521e-10
1.46622166732408e-07 5.7474921775499e-10
1.49072058075289e-07 6.07486912186984e-10
1.50790713544728e-07 6.42471864929979e-10
1.51681711729245e-07 6.79733061601095e-10
1.51643810581486e-07 7.19286426320555e-10
1.50572361560553e-07 7.61132844321327e-10
1.48361545299483e-07 8.05256050437295e-10
1.44907947921529e-07 8.5162071670341e-10
1.40116389223012e-07 9.00169918383102e-10
1.33909692377195e-07 9.50823265650512e-10
1.26245755884418e-07 1.00347387278207e-09
1.17148766019164e-07 1.05798620635528e-09
1.06769231730515e-07 1.11419369757834e-09
9.55046969482333e-08 1.17189510306253e-09
8.42453185427587e-08 1.2308529011653e-09
7.48230667150873e-08 1.29079009790236e-09
7.04577804864513e-08 1.35138809491877e-09
7.48978864113431e-08 1.41228379751702e-09
8.96073956403762e-08 1.47306800656539e-09
1.13133782342632e-07 1.53328322168307e-09
1.43427353722165e-07 1.59242272616949e-09
1.79065723791037e-07 1.64992923860998e-09
2.19189316271922e-07 1.70519604857122e-09
2.63232338914488e-07 1.75756636810967e-09
3.10742111412601e-07 1.80633661769827e-09
3.61275932834741e-07 1.85075904570812e-09
4.14339904132926e-07 1.89004677406426e-09
4.69349038016173e-07 1.92338054697547e-09
5.25598731432917e-07 1.94991692505522e-09
5.82243392596925e-07 1.96879943384633e-09
6.38280758513178e-07 1.97917150885714e-09
6.92541956279178e-07 1.98019279513161e-09
7.43688206517021e-07 1.97105743590007e-09
7.90215555733988e-07 1.95101571752741e-09
8.30469289055998e-07 1.91939857252796e-09
8.62669821505166e-07 1.87564502228582e-09
8.8495179253299e-07 1.81933159148622e-09
8.95417948878175e-07 1.75020622192078e-09
8.92209142394381e-07 1.66822262806002e-09
8.73591742479844e-07 1.57358003401308e-09
8.38064378395264e-07 1.46676671040835e-09
7.84488710256445e-07 1.34861132685302e-09
7.12258306210641e-07 1.22035207752695e-09
6.21550070729839e-07 1.08373922801297e-09
5.13811148909091e-07 9.41215396155971e-10
3.93093797484022e-07 7.96269540577903e-10
2.7127770913985e-07 6.54205838572853e-10
1.91971900125711e-07 5.2386181369971e-10
2.40753578134149e-07 4.20953276861591e-10
3.8279900418818e-07 3.69818915559929e-10
5.53429796421289e-07 3.87340088017523e-10
7.30530319874733e-07 4.58707461862511e-10
9.04102550753938e-07 5.55147323496322e-10
3.11703888064373e-15 6.56634459666631e-10
3.58036167304945e-15 7.52060452825404e-10
4.02139883088345e-15 8.35001068602199e-10
4.88498130835069e-15 9.01390900402757e-10
4.66293670342566e-15 9.48519232326308e-10
4.66293670342566e-15 9.74598390006052e-10
4.32986979603811e-15 9.78567699792444e-10
3.93175755100276e-15 9.59993972871726e-10
3.44884666758839e-15 9.19012493012171e-10
2.88657986402541e-15 8.56293212175021e-10
2.22044604925031e-15 7.73038286199885e-10
1.77635683940025e-15 6.71060847330054e-10
8.88178419700125e-16 5.53106439535175e-10
6.2803698347351e-16 4.24028457360296e-10
9.26274404603382e-07 2.95692746118581e-10
8.14713186794993e-07 2.09086129136523e-10
7.09987789093595e-07 2.49820970715138e-10
6.14390419163043e-07 3.94735913637236e-10
5.29196686476288e-07 5.78465602090756e-10
4.54704840244548e-07 7.79680672272521e-10
3.90390406425005e-07 9.91577537121193e-10
3.35162466881514e-07 1.21113336096616e-09
2.87674229922088e-07 1.43662291294062e-09
2.46618083832464e-07 1.66689803375605e-09
2.10948260219764e-07 1.90111688846675e-09
1.80025141458696e-07 2.13861628331913e-09
1.53740687660622e-07 2.37883612274817e-09
1.32721149250166e-07 2.62126780663898e-09
1.18609534625122e-07 2.8654169258566e-09
1.13991736592191e-07 3.11077336647737e-09
1.21112442151324e-07 3.35679098199948e-09
1.40121698728493e-07 3.60287251549559e-09
1.69294233787502e-07 3.84836150532928e-09
2.06540542926999e-07 4.09253920560862e-09
2.50133210421011e-07 4.33462673998431e-09
2.98681513232853e-07 4.57379110170644e-09
3.50961635797671e-07 4.80915445964386e-09
4.05810996653893e-07 5.0398058883209e-09
4.620910258281e-07 5.26481499662228e-09
5.18689175545676e-07 5.48324633918187e-09
5.74538162676623e-07 5.69417354814081e-09
6.28639985204859e-07 5.89669415059739e-09
6.8008828467178e-07 6.08994280104274e-09
7.28086112818484e-07 6.27310324951904e-09
7.7195803557995e-07 6.44541907762764e-09
8.11156516867768e-07 6.6062027952818e-09
8.45263078811453e-07 6.75484305319479e-09
8.73985028715585e-07 6.89080946843705e-09
8.97148606657515e-07 7.01365711070737e-09
9.14689485550707e-07 7.1230274590184e-09
9.26641373260773e-07 7.21864953431432e-09
9.33123573416943e-07 7.30033838147718e-09
9.34328003650835e-07 7.36799319590266e-09
9.30506316681607e-07 7.42159387010627e-09
9.21957444506432e-07 7.46119700459816e-09
9.09015914511975e-07 7.48693107065621e-09
8.92041129647007e-07 7.49899148951713e-09
8.71407780300529e-07 7.49763472163432e-09
8.47497409104147e-07 7.48317255020379e-09
8.20691184717169e-07 7.45596653044723e-09
7.91363844930324e-07 7.41642200967218e-09
7.59878740949592e-07 7.36498240401103e-09
7.26583928254503e-07 7.30212365484527e-09
6.91809196354157e-07 7.22834918463226e-09
6.55863947110331e-07 7.14418462553128e-09
6.19035826458743e-07 7.05017349706417e-09
5.81590010939382e-07 6.94687273859778e-09
5.43769062545988e-07 6.83484877102144e-09
5.05793287372249e-07 6.71467375655166e-09
