Tiempo_total_NR Tiempo_total_NR_EX tiempo_puntos_NR tiempo_puntos_NR_EX
253.2540192 284.0008685 0.4127763 0.4581555
253.7028243 284.455857 0.4488051 0.4549885
254.1135264 284.9147776 0.4107021 0.4589206
254.527817 285.3751427 0.4142906 0.4603651
254.9797732 285.8347497 0.4519562 0.459607
255.386625 286.2953429 0.4068518 0.4605932
255.8008318 286.7548997 0.4142068 0.4595568
256.2159094 287.2166071 0.4150776 0.4617074
256.6260492 287.6788092 0.4101398 0.4622021
257.0462497 288.1417589 0.4202005 0.4629497
257.4639152 288.602203 0.4176655 0.4604441
257.8763055 289.0581744 0.4123903 0.4559714
258.289128 289.5204702 0.4128225 0.4622958
258.7071041 289.9759414 0.4179761 0.4554712
259.1201804 290.4322243 0.4130763 0.4562829
259.5396589 290.8952604 0.4194785 0.4630361
259.9568361 291.3649096 0.4171772 0.4696492
260.3679248 291.8205743 0.4110887 0.4556647
260.7824963 292.2772038 0.4145715 0.4566295
261.1953137 292.7409355 0.4128174 0.4637317
261.6087164 293.2011517 0.4134027 0.4602162
262.0225922 293.6596646 0.4138758 0.4585129
262.4334992 294.1253144 0.410907 0.4656498
262.8491804 294.5865001 0.4156812 0.4611857
263.2659043 295.0432247 0.4167239 0.4567246
263.6738367 295.5038137 0.4079324 0.460589
264.0822313 295.9698873 0.4083946 0.4660736
264.4969688 296.4341703 0.4147375 0.464283
264.9097505 296.9016175 0.4127817 0.4674472
265.3211977 297.3637651 0.4114472 0.4621476
265.7354099 297.8221732 0.4142122 0.4584081
266.1441947 298.2784669 0.4087848 0.4562937
266.560677 298.7401944 0.4164823 0.4617275
266.9711491 299.2049737 0.4104721 0.4647793
267.4179555 299.6626827 0.4468064 0.457709
267.8268087 300.138924 0.4088532 0.4762413
268.2463789 300.6231435 0.4195702 0.4842195
268.6576332 301.0834805 0.4112543 0.460337
269.066598 301.5462747 0.4089648 0.4627942
269.4782495 302.0064454 0.4116515 0.4601707
269.895272 302.4579269 0.4170225 0.4514815
270.3050454 302.919963 0.4097734 0.4620361
270.7155185 303.3873187 0.4104731 0.4673557
271.1247644 303.852787 0.4092459 0.4654683
271.5397317 304.3127595 0.4149673 0.4599725
271.9526014 304.7727332 0.4128697 0.4599737
272.3595227 305.2392398 0.4069213 0.4665066
272.7706864 305.705157 0.4111637 0.4659172
273.1792913 306.1635989 0.4086049 0.4584419
273.5834502 306.6583813 0.4041589 0.4947824
273.993067 307.1261802 0.4096168 0.4677989
274.4082514 307.5894703 0.4151844 0.4632901
274.8228786 308.0484318 0.4146272 0.4589615
275.2346179 308.5102949 0.4117393 0.4618631
275.6421536 308.9695421 0.4075357 0.4592472
276.0548152 309.4583673 0.4126616 0.4888252
276.4725625 309.9276806 0.4177473 0.4693133
276.8834478 310.3912414 0.4108853 0.4635608
277.2954602 310.850163 0.4120124 0.4589216
277.7089151 311.3129378 0.4134549 0.4627748
278.1237147 311.7826607 0.4147996 0.4697229
278.5355267 312.2409088 0.411812 0.4582481
278.9459326 312.6990406 0.4104059 0.4581318
279.3597673 313.1609395 0.4138347 0.4618989
279.814305 313.625679 0.4545377 0.4647395
280.2227798 314.0876581 0.4084748 0.4619791
280.6309313 314.5519947 0.4081515 0.4643366
281.0465258 315.015737 0.4155945 0.4637423
281.4637778 315.469958 0.417252 0.454221
281.8740521 315.9343958 0.4102743 0.4644378
282.2914637 316.3967079 0.4174116 0.4623121
282.7034673 316.8590876 0.4120036 0.4623797
283.1232271 317.325027 0.4197598 0.4659394
283.5679187 317.7827838 0.4446916 0.4577568
284.0447143 318.2460021 0.4767956 0.4632183
284.5097907 318.704995 0.4650764 0.4589929
284.9483149 319.1632365 0.4385242 0.4582415
285.4300243 319.6249084 0.4817094 0.4616719
285.8860251 320.0840823 0.4560008 0.4591739
286.3054002 320.5516774 0.4193751 0.4675951
286.8772276 321.0106513 0.5718274 0.4589739
287.3394068 321.4661063 0.4621792 0.455455
287.7948427 321.9391382 0.4554359 0.4730319
288.23244 322.4030352 0.4375973 0.463897
288.6829176 322.862374 0.4504776 0.4593388
289.1030835 323.3233106 0.4201659 0.4609366
289.5532482 323.7844427 0.4501647 0.4611321
290.2995113 324.3181703 0.7462631 0.5337276
290.7313893 324.7956701 0.431878 0.4774998
291.2325955 325.2746691 0.5012062 0.478999
291.6750949 325.7793736 0.4424994 0.5047045
292.1293733 326.278189 0.4542784 0.4988154
292.5609797 326.7726083 0.4316064 0.4944193
292.9753265 327.2745154 0.4143468 0.5019071
293.4140364 327.7895185 0.4387099 0.5150031
293.9431485 328.3990903 0.5291121 0.6095718
294.5073682 328.8857715 0.5642197 0.4866812
295.0606367 329.4451306 0.5532685 0.5593591
295.5953366 329.9192753 0.5346999 0.4741447
296.1076866 330.9093481 0.51235 0.9900728
296.6258516 331.6504858 0.518165 0.7411377
297.217772 332.3436903 0.5919204 0.6932045
297.7614889 332.9405945 0.5437169 0.5969042
298.3034877 333.7142437 0.5419988 0.7736492
298.8279926 334.3617741 0.5245049 0.6475304
299.37493 335.0399486 0.5469374 0.6781745
299.9421252 335.6311227 0.5671952 0.5911741
300.5031177 336.2694668 0.5609925 0.6383441
301.100712 336.7961296 0.5975943 0.5266628
301.5489533 337.4436513 0.4482413 0.6475217
302.027518 338.081066 0.4785647 0.6374147
302.4799805 338.694494 0.4524625 0.613428
302.9068512 339.3131342 0.4268707 0.6186402
303.3430997 340.0451929 0.4362485 0.7320587
303.7806978 340.8701548 0.4375981 0.8249619
304.2930733 341.5861546 0.5123755 0.7159998
304.7560986 342.3012748 0.4630253 0.7151202
305.260515 342.9817729 0.5044164 0.6804981
305.7747075 343.5747733 0.5141925 0.5930004
306.6998994 344.1695477 0.9251919 0.5947744
307.4765513 344.7597982 0.7766519 0.5902505
307.98007 345.4447445 0.5035187 0.6849463
308.4181264 346.0745945 0.4380564 0.62985
309.0983098 346.6624522 0.6801834 0.5878577
309.7208846 347.2430029 0.6225748 0.5805507
310.1613331 347.7929807 0.4404485 0.5499778
310.6833709 348.3976511 0.5220378 0.6046704
311.1871435 349.0718484 0.5037726 0.6741973
311.7121846 349.6526961 0.5250411 0.5808477
312.2055944 350.2011459 0.4934098 0.5484498
312.637784 350.7644913 0.4321896 0.5633454
313.0560497 351.3825343 0.4182657 0.618043
313.5391856 351.9670852 0.4831359 0.5845509
314.0005279 352.5214886 0.4613423 0.5544034
314.4842547 353.0833538 0.4837268 0.5618652
314.9159167 353.6375603 0.431662 0.5542065
315.3618791 354.1764049 0.4459624 0.5388446
315.7820872 354.6463902 0.4202081 0.4699853
316.2064656 355.1212022 0.4243784 0.474812
316.6189593 355.5860879 0.4124937 0.4648857
317.1135155 356.0598204 0.4945562 0.4737325
317.538963 356.5301404 0.4254475 0.47032
317.9598482 357.0052342 0.4208852 0.4750938
318.4114761 357.4712175 0.4516279 0.4659833
318.8466387 357.9485335 0.4351626 0.477316
319.2871334 358.4292888 0.4404947 0.4807553
319.7352916 358.9040293 0.4481582 0.4747405
320.1504606 359.3683181 0.415169 0.4642888
320.5693744 359.8352404 0.4189138 0.4669223
320.9794445 360.3049589 0.4100701 0.4697185
321.4475195 361.0293457 0.468075 0.7243868
321.8727223 361.6117696 0.4252028 0.5824239
322.3069986 362.3242988 0.4342763 0.7125292
322.7212886 362.7974139 0.41429 0.4731151
323.1952341 363.2998582 0.4739455 0.5024443
323.6943884 363.8175844 0.4991543 0.5177262
324.1995202 364.3100545 0.5051318 0.4924701
324.62819 364.781051 0.4286698 0.4709965
325.0737969 365.2977133 0.4456069 0.5166623
325.5143672 365.8341311 0.4405703 0.5364178
325.9393557 366.3183342 0.4249885 0.4842031
326.3521821 366.789702 0.4128264 0.4713678
326.7679773 367.266018 0.4157952 0.476316
327.1789086 367.7365058 0.4109313 0.4704878
327.5931918 368.2008314 0.4142832 0.4643256
328.0075355 368.6736361 0.4143437 0.4728047
328.4125376 369.1434477 0.4050021 0.4698116
328.8308087 369.6220429 0.4182711 0.4785952
329.2512573 370.0882376 0.4204486 0.4661947
329.6667304 370.6669093 0.4154731 0.5786717
330.0770985 371.1613178 0.4103681 0.4944085
330.5281034 371.6889432 0.4510049 0.5276254
331.0363707 372.2914591 0.5082673 0.6025159
331.5022634 372.8080892 0.4658927 0.5166301
331.9201084 373.3370133 0.417845 0.5289241
332.3446146 373.7984012 0.4245062 0.4613879
332.754685 374.2633516 0.4100704 0.4649504
333.1734017 374.7972772 0.4187167 0.5339256
333.5842371 375.2644923 0.4108354 0.4672151
334.0121046 375.7474892 0.4278675 0.4829969
334.4571664 376.2104277 0.4450618 0.4629385
334.8899763 376.7832509 0.4328099 0.5728232
335.3084998 377.2788586 0.4185235 0.4956077
335.7633319 377.8477172 0.4548321 0.5688586
336.1920736 378.4163961 0.4287417 0.5686789
336.6187482 378.9623329 0.4266746 0.5459368
337.1223397 379.5275506 0.5035915 0.5652177
337.5790363 380.0835392 0.4566966 0.5559886
338.0094091 380.6812551 0.4303728 0.5977159
338.4510404 381.3338237 0.4416313 0.6525686
338.8836334 381.9053864 0.432593 0.5715627
339.3026272 382.4665416 0.4189938 0.5611552
339.7806092 383.0936148 0.477982 0.6270732
340.2136975 383.6365831 0.4330883 0.5429683
340.6963526 384.1161633 0.4826551 0.4795802
341.1167152 384.6023124 0.4203626 0.4861491
341.5353011 385.0690793 0.4185859 0.4667669
341.9654315 385.6269721 0.4301304 0.5578928
342.3828573 386.1058884 0.4174258 0.4789163
342.8029601 386.5780807 0.4201028 0.4721923
343.2422212 387.0754779 0.4392611 0.4973972
343.6654554 387.5526959 0.4232342 0.477218
344.0937174 388.0959179 0.428262 0.543222
344.5138161 388.6508383 0.4200987 0.5549204
344.9393777 389.159337 0.4255616 0.5084987
345.3591571 389.7566846 0.4197794 0.5973476
345.7842525 390.8393809 0.4250954 1.0826963
346.2045606 391.5128539 0.4203081 0.673473
346.6339891 392.2318492 0.4294285 0.7189953
347.0581877 392.8863734 0.4241986 0.6545242
347.477607 393.4802943 0.4194193 0.5939209
347.9045252 394.0604736 0.4269182 0.5801793
348.3618724 394.6837481 0.4573472 0.6232745
348.8082202 395.2789666 0.4463478 0.5952185
349.3032676 395.8605047 0.4950474 0.5815381
349.7531057 396.4884042 0.4498381 0.6278995
350.1733055 397.1506773 0.4201998 0.6622731
350.591611 397.7105223 0.4183055 0.559845
351.008236 398.2687687 0.416625 0.5582464
351.4355054 398.8310391 0.4272694 0.5622704
351.8548476 399.4579229 0.4193422 0.6268838
352.2807311 400.0301469 0.4258835 0.572224
352.6992994 400.5906546 0.4185683 0.5605077
353.1210933 401.144299 0.4217939 0.5536444
353.5513255 401.6942205 0.4302322 0.5499215
353.9739723 402.2592234 0.4226468 0.5650029
354.3991956 402.850189 0.4252233 0.5909656
354.8269582 403.3978165 0.4277626 0.5476275
355.2427885 403.9909577 0.4158303 0.5931412
355.6636272 404.5931711 0.4208387 0.6022134
356.084742 405.1949274 0.4211148 0.6017563
356.5134352 405.7493929 0.4286932 0.5544655
356.9401941 406.2947944 0.4267589 0.5454015
357.3589125 406.8732451 0.4187184 0.5784507
357.7838626 407.6297046 0.4249501 0.7564595
358.2074243 408.3551599 0.4235617 0.7254553
358.6377795 409.0131095 0.4303552 0.6579496
359.0615567 409.5436557 0.4237772 0.5305462
359.4852027 410.2454236 0.423646 0.7017679
359.9097166 411.0806218 0.4245139 0.8351982
360.3346584 411.6666032 0.4249418 0.5859814
360.8267528 412.3197851 0.4920944 0.6531819
361.258354 413.1020612 0.4316012 0.7822761
361.6811374 413.8604022 0.4227834 0.758341
362.1066302 414.4594713 0.4254928 0.5990691
362.5285807 415.0246874 0.4219505 0.5652161
362.9548055 415.5903114 0.4262248 0.565624
363.374557 416.182739 0.4197515 0.5924276
363.79477 416.7659916 0.420213 0.5832526
364.2145431 417.3287064 0.4197731 0.5627148
364.6346485 417.8938661 0.4201054 0.5651597
365.0656362 418.4224656 0.4309877 0.5285995
365.4974675 418.9910686 0.4318313 0.568603
365.9135638 419.5324085 0.4160963 0.5413399
366.3375747 420.093271 0.4240109 0.5608625
366.756552 420.6509067 0.4189773 0.5576357
367.1706282 421.3463051 0.4140762 0.6953984
367.5918232 421.9137628 0.421195 0.5674577
368.004886 422.4421722 0.4130628 0.5284094
368.4261333 423.000802 0.4212473 0.5586298
368.8442686 423.5590029 0.4181353 0.5582009
369.2715379 424.2295911 0.4272693 0.6705882
369.6962852 424.8351607 0.4247473 0.6055696
370.1095027 425.3920274 0.4132175 0.5568667
370.5302221 425.9797849 0.4207194 0.5877575
370.9575412 426.5900968 0.4273191 0.6103119
371.3779653 427.1460502 0.4204241 0.5559534
371.8034885 427.7195676 0.4255232 0.5735174
372.2346189 428.3012257 0.4311304 0.5816581
372.6548421 428.8814419 0.4202232 0.5802162
373.109527 429.4472862 0.4546849 0.5658443
373.5303324 430.016537 0.4208054 0.5692508
373.955211 430.5790029 0.4248786 0.5624659
374.3784095 431.2464077 0.4231985 0.6674048
374.8079294 431.8515013 0.4295199 0.6050936
375.2434054 432.468748 0.435476 0.6172467
375.6846862 433.2164598 0.4412808 0.7477118
376.1028881 434.1913951 0.4182019 0.9749353
376.5255062 434.8361887 0.4226181 0.6447936
376.9484108 435.396973 0.4229046 0.5607843
377.369984 435.9996712 0.4215732 0.6026982
377.7940239 436.6267815 0.4240399 0.6271103
378.2149362 437.241451 0.4209123 0.6146695
378.6283822 437.8064259 0.413446 0.5649749
379.0533885 438.4141862 0.4250063 0.6077603
379.5392689 439.0275589 0.4858804 0.6133727
380.0129011 439.6498172 0.4736322 0.6222583
380.4374049 440.2097863 0.4245038 0.5599691
380.8667736 440.8158044 0.4293687 0.6060181
381.2933458 441.4137617 0.4265722 0.5979573
381.7149806 442.0962975 0.4216348 0.6825358
382.1317058 442.7023971 0.4167252 0.6060996
382.5513333 443.2978117 0.4196275 0.5954146
382.9707703 443.8474776 0.419437 0.5496659
383.3931447 444.4720007 0.4223744 0.6245231
383.8195317 445.0443614 0.426387 0.5723607
384.2360117 445.6099068 0.41648 0.5655454
384.6587069 446.2075542 0.4226952 0.5976474
385.0712062 446.7599751 0.4124993 0.5524209
385.4934146 447.3573341 0.4222084 0.597359
385.9490193 447.9298362 0.4556047 0.5725021
386.3726869 448.4730193 0.4236676 0.5431831
386.7939538 449.0901814 0.4212669 0.6171621
387.2201599 449.6643871 0.4262061 0.5742057
387.6374702 450.3499097 0.4173103 0.6855226
388.0558686 450.9266471 0.4183984 0.5767374
388.4756795 451.4811878 0.4198109 0.5545407
388.8909071 452.1264385 0.4152276 0.6452507
389.3135179 452.6954161 0.4226108 0.5689776
389.7313157 453.4663389 0.4177978 0.7709228
390.1522981 454.0352982 0.4209824 0.5689593
390.574998 454.6175794 0.4226999 0.5822812
391.0076776 455.1950249 0.4326796 0.5774455
391.427266 455.7692614 0.4195884 0.5742365
391.849706 456.5676562 0.42244 0.7983948
392.2796303 457.2420287 0.4299243 0.6743725
392.7018863 457.9314441 0.422256 0.6894154
393.1210797 458.6561018 0.4191934 0.7246577
393.544817 459.3679649 0.4237373 0.7118631
393.9684435 459.9773283 0.4236265 0.6093634
394.3954143 460.6301153 0.4269708 0.652787
394.8129881 461.2995215 0.4175738 0.6694062
395.232226 461.9106599 0.4192379 0.6111384
395.6520535 462.563573 0.4198275 0.6529131
396.0776426 463.1138691 0.4255891 0.5502961
396.5042466 463.6939029 0.426604 0.5800338
396.9234175 464.3323607 0.4191709 0.6384578
397.349667 464.8895776 0.4262495 0.5572169
397.7669359 465.4529415 0.4172689 0.5633639
398.2217692 466.004162 0.4548333 0.5512205
398.6390043 466.6138986 0.4172351 0.6097366
399.058837 467.1554308 0.4198327 0.5415322
399.4743464 467.7214861 0.4155094 0.5660553
399.8964533 468.2682137 0.4221069 0.5467276
400.3191554 468.8065331 0.4227021 0.5383194
400.7479569 469.3612435 0.4288015 0.5547104
401.1627932 469.8895611 0.4148363 0.5283176
401.5810282 470.4589442 0.418235 0.5693831
402.0067919 470.9882904 0.4257637 0.5293462
402.4278817 471.5921664 0.4210898 0.603876
402.8443981 472.2315866 0.4165164 0.6394202
403.2632159 472.8407155 0.4188178 0.6091289
403.6780336 473.4205094 0.4148177 0.5797939
404.0947578 474.0177149 0.4167242 0.5972055
404.5167297 474.6179077 0.4219719 0.6001928
405.0364158 475.2555377 0.5196861 0.63763
405.5590427 475.8495279 0.5226269 0.5939902
406.0807296 476.4532774 0.5216869 0.6037495
406.5994276 477.0678099 0.518698 0.6145325
407.1285022 477.6300932 0.5290746 0.5622833
407.6554361 478.2194649 0.5269339 0.5893717
408.1751529 478.7908737 0.5197168 0.5714088
408.6924501 479.4876982 0.5172972 0.6968245
409.2072193 480.1185537 0.5147692 0.6308555
409.7263346 480.6723226 0.5191153 0.5537689
410.2447084 481.234684 0.5183738 0.5623614
410.8101069 481.8510538 0.5653985 0.6163698
411.3277719 482.5148529 0.517665 0.6637991
411.8477932 483.1381556 0.5200213 0.6233027
412.2641508 483.7660095 0.4163576 0.6278539
412.6822625 484.3902609 0.4181117 0.6242514
413.0957325 484.9968726 0.41347 0.6066117
413.5294164 485.6025275 0.4336839 0.6056549
413.9480132 486.1975998 0.4185968 0.5950723
414.3670026 486.7760908 0.4189894 0.578491
414.7824348 487.3834635 0.4154322 0.6073727
415.1999129 487.9783224 0.4174781 0.5948589
415.6149693 488.5534848 0.4150564 0.5751624
416.0394103 489.1832058 0.424441 0.629721
416.4588329 489.761248 0.4194226 0.5780422
416.8792936 490.3352884 0.4204607 0.5740404
417.3023293 490.8723569 0.4230357 0.5370685
417.7220026 491.4356345 0.4196733 0.5632776
418.1422306 492.0304087 0.420228 0.5947742
418.5627887 492.6012107 0.4205581 0.570802
418.984176 493.1422602 0.4213873 0.5410495
419.4080427 493.7124359 0.4238667 0.5701757
419.8255671 494.3028388 0.4175244 0.5904029
420.250131 494.8736803 0.4245639 0.5708415
420.6777231 495.4317339 0.4275921 0.5580536
421.0968055 496.0048225 0.4190824 0.5730886
421.5206443 496.5728274 0.4238388 0.5680049
421.9408058 497.4937051 0.4201615 0.9208777
422.3731558 498.2181628 0.43235 0.7244577
422.7954749 498.7635673 0.4223191 0.5454045
423.2160049 499.3121163 0.42053 0.548549
423.6742514 499.8670587 0.4582465 0.5549424
424.4705275 500.4037982 0.7962761 0.5367395
425.0534914 500.9861736 0.5829639 0.5823754
425.4920629 501.6299749 0.4385715 0.6438013
425.9219477 502.2385277 0.4298848 0.6085528
426.3505813 502.8386083 0.4286336 0.6000806
426.7742426 503.4640641 0.4236613 0.6254558
427.1961372 504.0787193 0.4218946 0.6146552
427.6145914 504.695515 0.4184542 0.6167957
428.0420802 505.417978 0.4274888 0.722463
428.4581236 506.1433213 0.4160434 0.7253433
428.877466 506.7454615 0.4193424 0.6021402
429.2980639 507.3523256 0.4205979 0.6068641
429.7193754 507.9272973 0.4213115 0.5749717
430.1356399 508.5432134 0.4162645 0.6159161
430.5613382 509.1215835 0.4256983 0.5783701
430.9811976 509.7651483 0.4198594 0.6435648
431.3987285 510.3338751 0.4175309 0.5687268
431.8110755 510.9510256 0.412347 0.6171505
432.2294458 511.5632069 0.4183703 0.6121813
432.6512329 512.1498936 0.4217871 0.5866867
433.0703755 512.7633729 0.4191426 0.6134793
433.5054133 513.3331803 0.4350378 0.5698074
433.9402273 513.9154294 0.434814 0.5822491
434.3648281 514.4848424 0.4246008 0.569413
434.7879347 515.0375825 0.4231066 0.5527401
435.2154062 515.6211236 0.4274715 0.5835411
435.6567273 516.1857003 0.4413211 0.5645767
